route,stop_distance_km,day_of_week,time_of_day,traffic_condition,weather,special_event,temperature_celsius,delay_minutes,arrival_status
Campus Loop,2.59,Friday,8.7,High,Clear,None,38.5,15.9,Late
Grove Village Route,6.82,Tuesday,20.2,Low,Dusty,None,28.9,7.0,Late
Campus Loop,3.42,Tuesday,16.6,Medium,Cloudy,None,34.3,6.7,Late
Campus Loop,2.95,Friday,15.9,Low,Dusty,None,32.9,6.7,Late
RAK City Express,8.39,Monday,14.5,Medium,Clear,None,24.9,7.6,Late
Grove Village Route,5.85,Sunday,11.8,Low,Cloudy,None,24.8,3.5,On-Time
Campus Loop,3.45,Monday,16.5,Medium,Clear,None,24.3,9.8,Late
RAK City Express,8.69,Wednesday,17.7,Medium,Clear,None,40.0,9.7,Late
RAK City Express,13.75,Friday,17.2,Medium,Clear,None,36.2,7.4,Late
Al Hamra Link,7.65,Sunday,21.1,Low,Clear,None,28.1,4.9,On-Time
Campus Loop,1.04,Sunday,7.2,Medium,Clear,None,37.0,5.4,Late
RAK City Express,8.61,Friday,11.6,Medium,Foggy,None,31.3,19.3,Late
Al Hamra Link,8.9,Thursday,19.1,Medium,Clear,None,34.4,5.4,Late
RAK City Express,5.15,Sunday,10.9,Low,Clear,None,27.3,1.9,On-Time
Grove Village Route,3.16,Monday,9.0,High,Clear,None,32.2,17.2,Late
RAK City Express,10.64,Sunday,7.6,Medium,Clear,None,26.5,7.5,Late
RAK City Express,14.42,Thursday,19.0,Medium,Clear,None,27.4,10.0,Late
RAK City Express,9.17,Tuesday,20.3,Low,Clear,None,28.6,5.3,Late
Al Hamra Link,4.49,Saturday,8.3,High,Clear,None,25.2,20.6,Late
Grove Village Route,5.61,Friday,17.3,High,Clear,None,35.3,17.9,Late
Al Hamra Link,9.01,Saturday,18.6,Medium,Rainy,None,26.6,15.9,Late
Al Hamra Link,8.21,Tuesday,19.4,Medium,Cloudy,None,26.4,7.5,Late
Grove Village Route,4.87,Wednesday,8.6,Medium,Clear,None,27.1,7.5,Late
Al Hamra Link,9.89,Monday,19.2,Medium,Clear,None,35.8,4.6,On-Time
Al Hamra Link,5.72,Monday,8.0,High,Cloudy,University Exam,32.2,20.9,Late
RAK City Express,5.95,Thursday,16.5,Low,Clear,None,33.4,3.5,On-Time
RAK City Express,10.75,Tuesday,7.4,Low,Clear,None,35.4,4.8,On-Time
RAK City Express,13.52,Thursday,8.4,High,Clear,None,31.5,18.1,Late
Al Hamra Link,5.02,Monday,20.0,Medium,Clear,None,37.6,7.6,Late
Campus Loop,3.55,Thursday,16.2,Medium,Clear,None,41.3,3.5,On-Time
RAK City Express,12.54,Tuesday,15.9,Medium,Dusty,Career Fair,33.0,17.9,Late
Campus Loop,3.89,Tuesday,11.9,Medium,Clear,None,36.6,3.3,On-Time
Grove Village Route,5.67,Saturday,8.3,High,Foggy,None,26.4,29.6,Late
RAK City Express,10.14,Wednesday,16.2,Medium,Cloudy,None,30.5,10.2,Late
Campus Loop,0.75,Wednesday,21.3,Low,Cloudy,None,25.2,0.2,On-Time
Grove Village Route,4.04,Sunday,15.8,Medium,Clear,None,37.2,3.4,On-Time
RAK City Express,6.86,Tuesday,12.5,Medium,Clear,None,31.4,9.1,Late
Grove Village Route,3.94,Friday,19.3,Medium,Clear,None,27.4,7.5,Late
Grove Village Route,3.41,Tuesday,9.5,High,Dusty,None,40.2,21.9,Late
Grove Village Route,4.26,Saturday,13.3,Medium,Cloudy,None,28.0,3.7,On-Time
Campus Loop,0.97,Monday,14.4,Low,Clear,None,41.5,3.9,On-Time
Grove Village Route,2.66,Monday,17.8,High,Clear,Sports Match,28.9,21.6,Late
Al Hamra Link,7.02,Thursday,15.0,Low,Dusty,None,41.3,7.3,Late
RAK City Express,10.58,Saturday,13.3,Low,Clear,None,41.8,6.0,Late
RAK City Express,13.52,Saturday,14.6,Medium,Cloudy,None,35.0,5.6,Late
Grove Village Route,4.28,Saturday,11.3,Medium,Clear,None,39.3,6.0,Late
Campus Loop,3.75,Friday,20.1,Medium,Clear,None,41.5,7.5,Late
RAK City Express,6.72,Saturday,14.5,Low,Clear,Sports Match,38.9,11.7,Late
Grove Village Route,4.43,Saturday,21.1,Low,Clear,None,40.7,2.5,On-Time
Campus Loop,2.82,Tuesday,16.2,Medium,Clear,None,26.7,7.8,Late
Al Hamra Link,6.41,Friday,18.9,Medium,Clear,None,32.8,10.7,Late
Al Hamra Link,6.74,Wednesday,17.9,High,Clear,None,32.2,19.6,Late
Campus Loop,0.67,Tuesday,11.3,Low,Dusty,None,32.6,8.1,Late
Campus Loop,1.73,Friday,9.8,High,Cloudy,None,31.6,17.5,Late
Al Hamra Link,7.27,Tuesday,12.4,Low,Clear,None,41.0,3.7,On-Time
RAK City Express,8.19,Saturday,20.8,Low,Cloudy,None,33.2,2.4,On-Time
RAK City Express,7.54,Monday,18.3,High,Dusty,None,37.3,16.6,Late
RAK City Express,11.48,Tuesday,11.7,Medium,Foggy,None,40.1,18.3,Late
RAK City Express,14.93,Friday,19.6,Low,Clear,None,36.3,7.5,Late
Campus Loop,3.41,Sunday,13.9,Medium,Dusty,None,32.7,14.4,Late
Al Hamra Link,5.14,Monday,20.2,Low,Clear,None,32.5,4.3,On-Time
Campus Loop,0.83,Wednesday,15.2,Medium,Clear,None,29.1,3.3,On-Time
Campus Loop,3.83,Sunday,13.2,Medium,Foggy,None,31.5,12.7,Late
Grove Village Route,4.05,Sunday,14.7,Medium,Cloudy,None,24.5,4.6,On-Time
Grove Village Route,5.58,Monday,9.6,High,Rainy,None,38.4,23.1,Late
Campus Loop,3.46,Monday,9.1,High,Dusty,Sports Match,41.9,26.3,Late
Al Hamra Link,8.27,Thursday,11.7,Medium,Clear,None,29.1,8.8,Late
Campus Loop,2.43,Sunday,21.9,Low,Clear,None,31.1,4.3,On-Time
RAK City Express,11.69,Saturday,8.8,High,Clear,Career Fair,39.7,25.7,Late
Al Hamra Link,9.0,Friday,12.9,Low,Clear,None,37.3,4.6,On-Time
RAK City Express,15.0,Sunday,14.3,Low,Clear,Open Day,26.6,12.8,Late
Al Hamra Link,4.46,Tuesday,19.1,Low,Clear,None,37.2,4.9,On-Time
Campus Loop,1.66,Thursday,7.7,Medium,Clear,None,38.9,8.3,Late
Grove Village Route,3.72,Sunday,11.5,Medium,Clear,None,34.4,7.4,Late
Campus Loop,3.77,Saturday,10.4,Medium,Clear,None,33.2,5.9,Late
Campus Loop,3.32,Saturday,8.6,High,Dusty,None,29.1,13.2,Late
Grove Village Route,3.25,Sunday,12.3,High,Dusty,Sports Match,37.3,17.4,Late
Campus Loop,3.76,Wednesday,18.9,High,Clear,None,32.3,12.3,Late
RAK City Express,7.27,Tuesday,16.9,Medium,Dusty,None,28.4,15.3,Late
RAK City Express,8.7,Thursday,9.0,High,Clear,None,39.0,16.2,Late
Campus Loop,0.91,Wednesday,13.3,Medium,Clear,None,27.5,7.9,Late
Grove Village Route,5.65,Wednesday,13.5,Medium,Rainy,None,32.1,13.7,Late
Grove Village Route,6.1,Wednesday,11.7,Medium,Clear,None,33.1,6.6,Late
Grove Village Route,6.06,Thursday,15.4,Low,Clear,None,35.2,3.8,On-Time
Al Hamra Link,9.11,Thursday,8.1,High,Foggy,None,38.6,22.1,Late
Grove Village Route,2.58,Saturday,22.0,Low,Clear,Sports Match,31.5,6.3,Late
Grove Village Route,4.4,Tuesday,7.5,Low,Cloudy,None,30.6,4.6,On-Time
RAK City Express,13.94,Thursday,18.9,High,Clear,None,38.3,17.6,Late
Grove Village Route,6.37,Friday,16.2,Low,Clear,University Exam,28.5,8.0,Late
Grove Village Route,3.9,Thursday,10.4,Medium,Clear,None,41.6,8.6,Late
RAK City Express,9.93,Monday,19.7,Medium,Cloudy,None,24.0,6.3,Late
Campus Loop,1.89,Sunday,21.2,Low,Dusty,None,25.5,6.9,Late
RAK City Express,9.46,Sunday,15.5,Medium,Clear,None,40.2,7.1,Late
Campus Loop,3.69,Thursday,12.2,Medium,Clear,None,32.1,5.3,Late
Al Hamra Link,9.22,Monday,16.4,Low,Clear,None,36.8,2.4,On-Time
Campus Loop,2.28,Friday,19.7,Low,Clear,None,32.7,2.1,On-Time
Al Hamra Link,7.01,Monday,11.3,Low,Clear,None,35.4,5.5,Late
Al Hamra Link,7.51,Sunday,7.3,Low,Cloudy,None,35.7,3.7,On-Time
RAK City Express,7.02,Monday,18.6,High,Dusty,None,30.0,21.8,Late
Campus Loop,2.73,Tuesday,12.6,Medium,Clear,None,38.8,7.5,Late
Grove Village Route,3.56,Monday,11.7,Medium,Clear,Career Fair,31.6,17.1,Late
Grove Village Route,3.98,Monday,19.6,Medium,Rainy,None,34.2,16.7,Late
Al Hamra Link,9.47,Friday,15.8,Low,Clear,None,32.8,3.4,On-Time
Campus Loop,3.06,Sunday,18.0,High,Clear,None,34.3,15.3,Late
Campus Loop,2.81,Saturday,13.7,Medium,Clear,None,38.6,6.8,Late
Al Hamra Link,6.1,Wednesday,21.1,Medium,Clear,None,27.8,6.0,Late
Campus Loop,1.67,Wednesday,7.6,Medium,Clear,None,34.9,7.9,Late
Al Hamra Link,4.35,Wednesday,13.9,High,Cloudy,None,36.3,11.6,Late
Al Hamra Link,5.47,Saturday,17.9,High,Cloudy,None,24.6,19.0,Late
Campus Loop,1.54,Thursday,21.6,Low,Cloudy,None,25.2,0.9,On-Time
Al Hamra Link,6.11,Tuesday,17.8,High,Clear,None,41.7,11.8,Late
Al Hamra Link,6.26,Tuesday,10.6,Low,Clear,None,34.3,4.8,On-Time
RAK City Express,8.83,Saturday,9.3,High,Clear,None,33.8,17.6,Late
RAK City Express,11.37,Thursday,16.6,Medium,Clear,None,27.7,11.5,Late
RAK City Express,7.06,Wednesday,12.1,Low,Cloudy,None,25.5,2.8,On-Time
Grove Village Route,3.07,Wednesday,15.8,Medium,Dusty,None,39.6,13.4,Late
RAK City Express,8.53,Thursday,16.9,Medium,Cloudy,Sports Match,24.5,9.4,Late
RAK City Express,9.23,Wednesday,12.5,Medium,Rainy,None,36.3,12.4,Late
Al Hamra Link,5.2,Thursday,16.9,Medium,Rainy,None,24.9,15.3,Late
RAK City Express,11.77,Wednesday,9.6,High,Clear,None,35.1,17.1,Late
Campus Loop,1.79,Monday,18.2,High,Clear,None,39.5,16.3,Late
Al Hamra Link,8.57,Sunday,10.0,Medium,Dusty,None,41.9,10.2,Late
Al Hamra Link,4.14,Sunday,18.2,High,Clear,Career Fair,35.6,26.1,Late
Campus Loop,3.7,Monday,18.4,High,Clear,None,39.0,12.3,Late
Al Hamra Link,5.33,Tuesday,21.0,Low,Clear,None,32.9,2.5,On-Time
RAK City Express,13.02,Sunday,15.2,Medium,Clear,University Exam,28.2,13.3,Late
Campus Loop,2.13,Thursday,12.1,Medium,Cloudy,Career Fair,33.9,12.7,Late
RAK City Express,8.26,Thursday,14.8,Medium,Rainy,None,29.2,15.9,Late
Grove Village Route,4.58,Monday,20.1,Low,Foggy,None,32.6,13.1,Late
Al Hamra Link,9.52,Friday,17.3,Medium,Clear,None,36.7,9.4,Late
Campus Loop,0.69,Saturday,14.9,Medium,Dusty,None,36.8,8.0,Late
Grove Village Route,2.93,Thursday,21.7,Low,Clear,None,26.6,3.9,On-Time
Campus Loop,1.13,Tuesday,11.1,Medium,Cloudy,None,37.3,5.0,On-Time
RAK City Express,11.51,Wednesday,13.4,High,Clear,None,31.5,13.8,Late
Campus Loop,1.84,Monday,17.8,Medium,Clear,None,25.5,7.1,Late
RAK City Express,14.38,Tuesday,10.0,Low,Clear,None,40.8,5.1,Late
RAK City Express,12.08,Saturday,7.7,Medium,Clear,None,35.9,9.4,Late
Grove Village Route,4.75,Friday,8.9,Medium,Clear,None,38.7,5.9,Late
Grove Village Route,5.8,Saturday,15.1,Medium,Cloudy,None,31.9,6.8,Late
Grove Village Route,6.42,Wednesday,19.4,Medium,Rainy,None,37.7,14.8,Late
Al Hamra Link,6.51,Wednesday,14.7,Medium,Cloudy,None,38.0,6.6,Late
RAK City Express,11.75,Sunday,19.2,Medium,Clear,None,31.2,9.8,Late
Al Hamra Link,7.65,Friday,21.4,Low,Clear,None,24.9,2.5,On-Time
Al Hamra Link,4.49,Monday,12.9,Low,Rainy,None,40.1,9.8,Late
Al Hamra Link,5.27,Monday,20.3,Low,Clear,None,33.0,4.5,On-Time
Grove Village Route,5.0,Friday,18.9,High,Clear,None,25.2,16.9,Late
RAK City Express,9.13,Sunday,18.7,Medium,Clear,None,27.7,11.5,Late
Al Hamra Link,6.54,Thursday,7.9,Low,Clear,None,37.8,4.1,On-Time
RAK City Express,10.94,Saturday,19.4,Medium,Clear,None,26.3,8.2,Late
Al Hamra Link,5.69,Wednesday,10.1,Medium,Clear,Open Day,28.5,10.3,Late
RAK City Express,6.98,Friday,20.7,Low,Clear,None,29.2,4.1,On-Time
Al Hamra Link,4.71,Thursday,12.0,High,Dusty,None,34.3,21.7,Late
RAK City Express,9.21,Tuesday,19.6,Medium,Cloudy,None,35.5,8.2,Late
Campus Loop,3.56,Saturday,9.8,High,Cloudy,None,39.0,19.1,Late
RAK City Express,8.67,Monday,7.2,Medium,Cloudy,University Exam,40.1,13.4,Late
RAK City Express,8.75,Friday,13.0,High,Clear,None,34.0,19.2,Late
RAK City Express,5.99,Wednesday,17.6,Medium,Clear,None,38.6,7.6,Late
Al Hamra Link,8.88,Saturday,18.5,High,Clear,None,30.3,15.6,Late
Campus Loop,2.58,Friday,19.1,Low,Clear,Open Day,30.4,11.9,Late
Grove Village Route,2.38,Tuesday,9.9,High,Rainy,None,29.0,15.0,Late
Grove Village Route,6.48,Monday,18.4,High,Clear,None,33.5,20.8,Late
Campus Loop,1.12,Monday,10.4,Medium,Cloudy,None,41.9,5.2,Late
Campus Loop,2.89,Friday,13.3,Medium,Clear,University Exam,31.2,8.7,Late
Al Hamra Link,6.97,Friday,21.6,Low,Clear,None,26.4,4.8,On-Time
RAK City Express,5.71,Wednesday,12.3,Medium,Clear,None,31.5,5.5,Late
RAK City Express,12.43,Monday,9.6,High,Cloudy,None,41.4,11.7,Late
RAK City Express,5.02,Tuesday,17.4,High,Clear,None,35.1,16.1,Late
Al Hamra Link,6.73,Wednesday,19.1,Low,Cloudy,None,24.9,3.7,On-Time
Al Hamra Link,8.25,Wednesday,9.7,High,Cloudy,Sports Match,32.5,22.3,Late
RAK City Express,13.34,Tuesday,12.7,High,Clear,None,39.4,17.5,Late
Grove Village Route,2.93,Monday,18.6,Medium,Clear,None,26.2,8.4,Late
Al Hamra Link,6.85,Thursday,14.8,Medium,Foggy,None,30.7,13.2,Late
Grove Village Route,6.93,Tuesday,15.6,Medium,Cloudy,None,28.4,5.5,Late
Al Hamra Link,6.15,Monday,10.8,Medium,Dusty,None,30.7,13.5,Late
RAK City Express,13.6,Tuesday,22.0,Low,Clear,None,32.2,6.5,Late
Al Hamra Link,7.1,Sunday,21.3,Medium,Dusty,None,39.0,7.4,Late
RAK City Express,10.13,Friday,15.6,Medium,Clear,University Exam,34.7,11.7,Late
Al Hamra Link,4.7,Monday,21.8,Low,Clear,None,29.7,5.1,Late
RAK City Express,12.62,Saturday,13.3,Low,Cloudy,None,24.8,6.5,Late
RAK City Express,12.68,Thursday,21.3,Low,Cloudy,None,28.5,5.2,Late
Grove Village Route,3.79,Friday,16.2,Medium,Clear,None,24.6,4.6,On-Time
Grove Village Route,4.71,Wednesday,15.4,Medium,Clear,None,37.7,8.5,Late
RAK City Express,10.72,Thursday,18.5,High,Foggy,None,33.2,33.8,Late
Grove Village Route,6.25,Monday,12.3,High,Clear,None,26.7,15.1,Late
RAK City Express,8.51,Friday,14.3,Low,Cloudy,None,31.5,4.4,On-Time
Al Hamra Link,7.43,Friday,11.2,Medium,Clear,Career Fair,33.1,17.5,Late
Al Hamra Link,9.26,Monday,13.1,Medium,Clear,None,32.1,9.2,Late
Campus Loop,0.52,Tuesday,11.0,Medium,Cloudy,None,34.9,3.9,On-Time
RAK City Express,14.24,Thursday,11.4,Medium,Cloudy,None,34.9,7.1,Late
Campus Loop,3.68,Friday,13.6,Medium,Cloudy,None,24.0,4.1,On-Time
Grove Village Route,5.59,Friday,9.1,High,Clear,None,34.2,9.5,Late
Grove Village Route,6.73,Sunday,13.4,Medium,Rainy,None,26.0,11.7,Late
Al Hamra Link,7.4,Monday,11.6,Low,Clear,None,33.6,3.1,On-Time
RAK City Express,5.07,Thursday,17.2,High,Rainy,None,30.9,20.7,Late
RAK City Express,13.37,Thursday,20.3,Low,Clear,None,31.9,6.8,Late
RAK City Express,6.67,Tuesday,8.1,Medium,Clear,University Exam,38.2,14.5,Late
Al Hamra Link,5.75,Tuesday,9.1,High,Clear,Open Day,27.1,13.9,Late
RAK City Express,7.59,Monday,9.6,High,Clear,None,33.4,21.6,Late
Campus Loop,1.9,Tuesday,18.6,High,Clear,None,25.2,14.6,Late
Campus Loop,3.63,Tuesday,17.8,High,Dusty,None,24.5,24.0,Late
Campus Loop,2.99,Thursday,21.4,Low,Clear,None,39.1,1.6,On-Time
RAK City Express,6.24,Saturday,8.8,High,Foggy,None,39.4,19.5,Late
Grove Village Route,2.53,Sunday,11.0,Low,Clear,None,36.6,1.8,On-Time
Al Hamra Link,8.3,Wednesday,18.4,Medium,Clear,None,24.5,8.3,Late
Grove Village Route,4.27,Thursday,21.8,Medium,Clear,None,36.8,6.7,Late
Grove Village Route,6.33,Monday,7.5,Medium,Clear,None,29.9,6.9,Late
RAK City Express,5.89,Friday,21.2,Low,Clear,None,40.8,4.2,On-Time
Grove Village Route,2.17,Wednesday,8.2,High,Clear,Sports Match,28.2,22.8,Late
Al Hamra Link,5.83,Saturday,10.4,Medium,Clear,None,30.3,6.8,Late
Al Hamra Link,6.76,Thursday,13.2,Low,Cloudy,None,30.1,5.5,Late
Campus Loop,0.9,Wednesday,14.9,Low,Clear,None,37.0,2.9,On-Time
Grove Village Route,4.79,Sunday,14.0,Low,Clear,None,39.8,2.1,On-Time
Campus Loop,0.88,Thursday,18.2,Medium,Dusty,None,30.9,13.3,Late
Campus Loop,2.27,Saturday,13.2,Low,Clear,None,25.7,3.4,On-Time
RAK City Express,14.1,Tuesday,15.9,Medium,Dusty,None,34.5,10.2,Late
RAK City Express,5.52,Friday,20.4,Low,Clear,None,38.2,3.7,On-Time
Al Hamra Link,9.77,Saturday,8.6,High,Cloudy,None,31.2,15.9,Late
Al Hamra Link,9.21,Sunday,7.6,Medium,Clear,None,40.8,6.8,Late
RAK City Express,6.79,Monday,16.0,Low,Clear,Career Fair,25.4,8.5,Late
RAK City Express,11.64,Tuesday,12.2,Medium,Clear,None,36.7,10.7,Late
Campus Loop,3.6,Monday,12.3,Medium,Clear,Sports Match,29.5,17.5,Late
Campus Loop,3.3,Tuesday,21.9,Low,Clear,None,27.9,2.1,On-Time
Al Hamra Link,6.11,Friday,15.4,Medium,Clear,None,31.4,6.3,Late
RAK City Express,14.62,Sunday,8.7,Medium,Dusty,Open Day,24.3,16.1,Late
Campus Loop,1.4,Wednesday,10.9,Medium,Clear,None,29.8,5.4,Late
RAK City Express,12.81,Monday,16.8,Medium,Clear,None,30.4,9.4,Late
Campus Loop,1.13,Saturday,9.2,High,Clear,None,38.5,13.7,Late
Al Hamra Link,8.8,Wednesday,14.0,Medium,Clear,None,41.5,5.8,Late
RAK City Express,8.73,Saturday,10.4,Medium,Clear,None,39.3,6.0,Late
RAK City Express,14.26,Friday,17.4,High,Dusty,None,39.0,25.8,Late
Al Hamra Link,7.02,Sunday,11.2,Low,Cloudy,None,41.2,2.7,On-Time
Campus Loop,0.54,Friday,14.9,Low,Clear,None,26.4,1.6,On-Time
Al Hamra Link,7.71,Sunday,11.0,Medium,Clear,None,35.8,8.7,Late
Campus Loop,1.2,Saturday,7.2,Medium,Clear,None,35.6,8.4,Late
RAK City Express,10.13,Tuesday,7.5,Medium,Clear,None,28.9,7.8,Late
Campus Loop,1.07,Friday,19.7,Medium,Rainy,None,27.1,15.2,Late
RAK City Express,7.73,Sunday,12.3,Low,Clear,None,30.7,3.4,On-Time
Campus Loop,1.89,Sunday,19.4,Medium,Clear,None,41.3,3.3,On-Time
Grove Village Route,5.13,Thursday,13.3,Medium,Cloudy,None,28.1,3.5,On-Time
Campus Loop,2.23,Sunday,11.0,Medium,Cloudy,None,37.7,5.3,Late
Grove Village Route,6.03,Thursday,18.3,High,Clear,None,27.4,15.2,Late
Al Hamra Link,8.08,Sunday,8.4,Medium,Clear,University Exam,41.5,16.6,Late
Al Hamra Link,7.95,Wednesday,19.0,Medium,Clear,None,36.6,5.8,Late
Campus Loop,3.78,Tuesday,13.4,Low,Clear,University Exam,35.3,11.6,Late
Grove Village Route,3.16,Saturday,16.1,Medium,Dusty,None,32.7,11.5,Late
RAK City Express,13.19,Tuesday,11.8,Low,Foggy,None,41.0,12.1,Late
Al Hamra Link,6.91,Tuesday,10.9,Medium,Clear,None,31.9,7.0,Late
Grove Village Route,4.89,Saturday,13.5,Medium,Foggy,None,31.2,13.6,Late
RAK City Express,6.61,Friday,15.6,Medium,Clear,None,35.3,5.7,Late
Campus Loop,0.95,Friday,8.4,High,Clear,Career Fair,30.6,13.3,Late
Al Hamra Link,4.82,Wednesday,12.3,Medium,Cloudy,None,25.1,7.3,Late
Grove Village Route,6.05,Thursday,15.5,Low,Clear,None,41.4,4.6,On-Time
Grove Village Route,4.29,Thursday,21.6,Low,Clear,None,36.7,2.2,On-Time
Al Hamra Link,8.34,Saturday,18.0,High,Clear,Open Day,38.2,29.6,Late
Al Hamra Link,9.6,Sunday,13.4,Medium,Clear,None,28.6,8.9,Late
RAK City Express,5.68,Friday,15.4,Medium,Foggy,None,30.6,18.1,Late
Al Hamra Link,7.35,Thursday,11.9,Low,Cloudy,None,38.8,4.2,On-Time
RAK City Express,5.51,Wednesday,10.2,Medium,Cloudy,None,37.8,8.6,Late
RAK City Express,5.17,Sunday,15.5,Medium,Clear,None,41.8,8.1,Late
Grove Village Route,5.13,Thursday,12.9,High,Cloudy,None,27.1,16.1,Late
Al Hamra Link,7.04,Thursday,10.7,Medium,Cloudy,None,41.5,9.3,Late
Al Hamra Link,6.83,Saturday,19.2,Medium,Clear,None,34.5,4.1,On-Time
Campus Loop,2.31,Wednesday,7.7,Low,Cloudy,None,36.2,1.6,On-Time
Al Hamra Link,4.26,Friday,18.9,High,Clear,Sports Match,41.6,13.8,Late
RAK City Express,6.1,Sunday,21.2,Low,Clear,None,34.7,4.0,On-Time
Al Hamra Link,8.18,Tuesday,20.8,Low,Cloudy,None,33.7,3.5,On-Time
Grove Village Route,5.76,Monday,9.2,High,Cloudy,None,27.5,16.0,Late
Al Hamra Link,6.7,Wednesday,13.4,Medium,Clear,None,37.4,8.1,Late
Grove Village Route,2.78,Saturday,9.1,Medium,Clear,None,36.5,7.2,Late
RAK City Express,11.62,Saturday,21.8,Low,Rainy,None,28.9,13.6,Late
Campus Loop,3.99,Sunday,10.4,Low,Foggy,University Exam,37.3,21.2,Late
Al Hamra Link,7.12,Saturday,17.0,High,Clear,None,35.7,14.2,Late
Al Hamra Link,4.69,Sunday,10.9,Medium,Dusty,None,39.1,11.4,Late
Al Hamra Link,7.3,Saturday,10.0,Medium,Clear,None,34.0,8.0,Late
RAK City Express,13.64,Sunday,8.8,High,Clear,None,30.1,15.8,Late
Campus Loop,1.06,Tuesday,14.0,Low,Clear,None,34.6,3.2,On-Time
Grove Village Route,6.04,Wednesday,10.2,Medium,Clear,None,35.2,4.4,On-Time
Al Hamra Link,9.6,Friday,14.8,Medium,Cloudy,None,25.1,9.9,Late
Al Hamra Link,8.78,Tuesday,13.1,Medium,Clear,None,25.5,7.4,Late
Campus Loop,1.14,Monday,7.7,Low,Clear,Career Fair,35.8,5.4,Late
RAK City Express,8.1,Sunday,7.1,Medium,Clear,None,37.1,7.9,Late
Al Hamra Link,8.05,Friday,18.0,High,Dusty,Career Fair,31.0,21.7,Late
Campus Loop,3.43,Sunday,14.5,Medium,Foggy,None,29.3,16.6,Late
RAK City Express,11.2,Wednesday,15.0,Medium,Clear,None,30.6,7.2,Late
Al Hamra Link,8.17,Sunday,12.6,Medium,Foggy,University Exam,29.2,23.9,Late
Campus Loop,3.27,Sunday,16.3,Low,Cloudy,None,27.1,4.7,On-Time
Grove Village Route,2.68,Sunday,19.8,Medium,Clear,None,28.1,8.1,Late
RAK City Express,9.36,Saturday,7.2,Low,Clear,None,25.9,5.0,On-Time
Grove Village Route,5.73,Saturday,9.9,High,Dusty,None,28.7,15.8,Late
Campus Loop,1.01,Monday,15.7,Medium,Clear,None,25.5,5.0,On-Time
Al Hamra Link,9.56,Wednesday,12.6,Medium,Dusty,None,41.0,11.2,Late
Al Hamra Link,8.09,Thursday,15.9,Low,Dusty,None,40.2,8.2,Late
Campus Loop,2.84,Thursday,13.6,High,Clear,None,41.3,8.3,Late
Campus Loop,2.4,Thursday,19.9,Medium,Cloudy,None,35.9,5.9,Late
RAK City Express,8.91,Monday,20.0,Medium,Clear,None,39.6,4.9,On-Time
RAK City Express,12.03,Saturday,21.1,Low,Foggy,University Exam,38.5,17.8,Late
Campus Loop,3.9,Friday,21.7,Low,Clear,None,34.8,3.0,On-Time
Campus Loop,3.67,Tuesday,18.5,High,Clear,None,30.3,8.9,Late
Grove Village Route,3.59,Saturday,11.6,Medium,Clear,Sports Match,34.4,12.1,Late
RAK City Express,8.99,Thursday,16.2,Medium,Cloudy,None,34.1,4.3,On-Time
Grove Village Route,5.09,Tuesday,16.3,Medium,Cloudy,None,39.3,7.1,Late
Al Hamra Link,5.03,Monday,21.8,Low,Clear,None,28.5,1.9,On-Time
Campus Loop,2.35,Saturday,8.4,High,Clear,None,28.1,10.1,Late
Campus Loop,0.95,Monday,9.3,High,Clear,None,36.4,9.6,Late
Grove Village Route,4.15,Thursday,10.1,Medium,Cloudy,None,31.8,4.7,On-Time
Grove Village Route,5.28,Tuesday,8.9,High,Clear,None,36.4,14.1,Late
RAK City Express,7.27,Monday,8.3,Medium,Clear,None,38.1,7.5,Late
Grove Village Route,6.88,Thursday,11.5,Low,Clear,None,40.1,4.7,On-Time
Grove Village Route,2.6,Thursday,13.7,Medium,Foggy,University Exam,27.2,19.2,Late
RAK City Express,8.3,Friday,19.5,Medium,Clear,None,38.6,5.0,On-Time
Al Hamra Link,8.34,Tuesday,18.5,Medium,Clear,None,34.9,7.8,Late
Al Hamra Link,7.68,Sunday,9.1,High,Cloudy,None,34.8,17.5,Late
Al Hamra Link,9.69,Sunday,17.5,High,Clear,None,30.7,19.4,Late
Campus Loop,0.54,Friday,20.4,Low,Dusty,None,40.1,7.5,Late
Al Hamra Link,9.3,Monday,13.3,Medium,Cloudy,None,34.9,7.3,Late
RAK City Express,7.81,Sunday,13.8,Medium,Cloudy,None,36.9,4.1,On-Time
RAK City Express,12.49,Sunday,9.1,High,Clear,None,34.0,19.1,Late
RAK City Express,8.72,Tuesday,7.0,Medium,Clear,None,24.9,5.4,Late
Campus Loop,2.64,Tuesday,17.2,Medium,Clear,Open Day,28.7,12.9,Late
Al Hamra Link,7.42,Tuesday,11.1,Medium,Clear,None,26.4,9.0,Late
Al Hamra Link,6.97,Tuesday,19.6,Medium,Clear,None,37.7,8.5,Late
Campus Loop,3.26,Wednesday,21.4,Low,Foggy,None,31.2,13.2,Late
RAK City Express,12.83,Tuesday,17.3,High,Clear,None,33.4,16.2,Late
RAK City Express,7.62,Sunday,18.7,High,Cloudy,None,40.4,16.7,Late
Grove Village Route,3.52,Saturday,16.1,Medium,Clear,None,25.8,5.2,Late
Grove Village Route,4.05,Tuesday,8.6,Medium,Rainy,None,29.4,17.9,Late
Grove Village Route,2.45,Monday,16.0,Medium,Clear,None,35.5,7.1,Late
RAK City Express,13.78,Thursday,8.1,High,Clear,None,25.0,18.9,Late
